,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2614,"[-5, 2, -5, -6, 1]","[2, 1, -5, 3, 2]","[-1, 6, -1, -2, 5]","[6, 5, -1, 7, 6]","[-5, 2, -5, 1]","[2, 1, -5, 2]","[-5, 4, 2, -5, -6, 1]","[2, 4, 1, -5, 3, 2]","[-0.2, 0.5, -0.2, -0.16666666666666666, 1.0]","[0.5, 1.0, -0.2, 0.3333333333333333, 0.5]","[-20, 8, -20, -24, 4]","[8, 4, -20, 12, 8]","[-5, -5, 1, -6, 2]","[1, 3, 2, -5, 2]","[-5, 1, -5, -6, 1]","[-5, -5, 1, -6, 2]","[-1, 5, -1, -2, 5]","[-20, 4, -20, -24, 4]","[-0.2, 0.5, -0.2, -0.16666666666666666, 0.5]","[-5, 4, 1, -5, -6, 1]","[-5, 1, -5, 1]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2615,"[7, -5, 2, -11, 7, 7, -2, -10, -7, -1, -7, -3]","[4, -11, -5, -4, -10, -13, 2, -10, 7, 6, 6, -7]","[11, -1, 6, -7, 11, 11, 2, -6, -3, 3, -3, 1]","[8, -7, -1, 0, -6, -9, 6, -6, 11, 10, 10, -3]","[7, -5, 2, -11, 7, -2, -10, -7, -1, -7, -3]","[4, -11, -5, -4, -10, 2, -10, 7, 6, 6, -7]","[7, -5, 2, -11, 7, 7, -2, 4, -10, -7, -1, -7, -3]","[4, -11, -5, -4, -10, -13, 2, 4, -10, 7, 6, 6, -7]","[0.14285714285714285, -0.2, 0.5, -0.09090909090909091, 0.14285714285714285, 0.14285714285714285, -0.5, -0.1, -0.14285714285714285, -1.0, -0.14285714285714285, -0.3333333333333333]","[0.25, -0.09090909090909091, -0.2, -0.25, -0.1, -0.07692307692307693, 0.5, -0.1, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, -0.14285714285714285]","[28, -20, 8, -44, 28, 28, -8, -40, -28, -4, -28, -12]","[16, -44, -20, -16, -40, -52, 8, -40, 28, 24, 24, -28]","[-10, 7, -7, -11, 7, 7, -1, -2, -5, 2, -7, -3]","[-11, -4, -7, -10, 7, 6, -13, 2, -5, 4, -10, 6]","[4, -11, -5, -11, -10, -13, -2, -10, -7, -1, -7, -7]","[-11, -4, -7, -11, 7, 6, -13, -2, -5, 2, -10, -3]","[8, -7, -1, -7, -6, -9, 2, -6, -3, 3, -3, -3]","[16, -44, -20, -44, -40, -52, -8, -40, -28, -4, -28, -28]","[0.14285714285714285, -0.2, -0.2, -0.25, -0.1, -0.07692307692307693, -0.5, -0.1, -0.14285714285714285, -1.0, -0.14285714285714285, -0.3333333333333333]","[4, -11, -5, -11, -10, -13, -2, 4, -10, -7, -1, -7, -7]","[4, -11, -5, -11, -10, -2, -10, -7, -1, -7, -7]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2616,"[-17, -15, -15, -4, 9, 1, 15, -10, 7, 6, 13, 12, -12, 3]","[11, 7, -19, -1, -10, 8, 11, 12, -12, 5, 2, 6, -13, -18]","[-13, -11, -11, 0, 13, 5, 19, -6, 11, 10, 17, 16, -8, 7]","[15, 11, -15, 3, -6, 12, 15, 16, -8, 9, 6, 10, -9, -14]","[-17, -15, -15, -4, 9, 1, 15, -10, 6, 13, 12, -12, 3]","[11, 7, -19, -1, -10, 8, 11, 12, 5, 2, 6, -13, -18]","[-17, -15, -15, -4, 9, 1, 15, -10, 7, 6, 13, 12, -12, 4, 3]","[11, 7, -19, -1, -10, 8, 11, 12, -12, 5, 2, 6, -13, 4, -18]","[-0.058823529411764705, -0.06666666666666667, -0.06666666666666667, -0.25, 0.1111111111111111, 1.0, 0.06666666666666667, -0.1, 0.14285714285714285, 0.16666666666666666, 0.07692307692307693, 0.08333333333333333, -0.08333333333333333, 0.3333333333333333]","[0.09090909090909091, 0.14285714285714285, -0.05263157894736842, -1.0, -0.1, 0.125, 0.09090909090909091, 0.08333333333333333, -0.08333333333333333, 0.2, 0.5, 0.16666666666666666, -0.07692307692307693, -0.05555555555555555]","[-68, -60, -60, -16, 36, 4, 60, -40, 28, 24, 52, 48, -48, 12]","[44, 28, -76, -4, -40, 32, 44, 48, -48, 20, 8, 24, -52, -72]","[-12, 1, -15, -15, 15, 6, 3, -17, 13, 7, -10, 9, -4, 12]","[-1, 6, 11, -10, 2, -19, 11, 8, 5, 7, -12, -18, 12, -13]","[-17, -15, -19, -4, -10, 1, 11, -10, -12, 5, 2, 6, -13, -18]","[-12, 1, -15, -15, 2, -19, 3, -17, 5, 7, -12, -18, -4, -13]","[-13, -11, -15, 0, -6, 5, 15, -6, -8, 9, 6, 10, -9, -14]","[-68, -60, -76, -16, -40, 4, 44, -40, -48, 20, 8, 24, -52, -72]","[-0.058823529411764705, -0.06666666666666667, -0.06666666666666667, -1.0, -0.1, 0.125, 0.06666666666666667, -0.1, -0.08333333333333333, 0.16666666666666666, 0.07692307692307693, 0.08333333333333333, -0.08333333333333333, -0.05555555555555555]","[-17, -15, -19, -4, -10, 1, 11, -10, -12, 5, 2, 6, -13, 4, -18]","[-17, -15, -19, -4, -10, 1, 11, -10, 5, 2, 6, -13, -18]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2617,"[0, 6, 13]","[-8, -15, -11]","[4, 10, 17]","[-4, -11, -7]","[6, 13]","[-15, -11]","[0, 4, 6, 13]","[-8, 4, -15, -11]","['ZeroDivisionError', 0.16666666666666666, 0.07692307692307693]","[-0.125, -0.06666666666666667, -0.09090909090909091]","[0, 24, 52]","[-32, -60, -44]","[0, 6, 13]","[-11, -8, -15]","[-8, -15, -11]","[-11, -8, -15]","[-4, -11, -7]","[-32, -60, -44]",error,"[-8, 4, -15, -11]","[-15, -11]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
2618,"[3, 1, -6, 7]","[3, -9, 7, -10]","[7, 5, -2, 11]","[7, -5, 11, -6]","[3, -6, 7]","[3, 7, -10]","[3, 4, 1, -6, 7]","[3, 4, -9, 7, -10]","[0.3333333333333333, 1.0, -0.16666666666666666, 0.14285714285714285]","[0.3333333333333333, -0.1111111111111111, 0.14285714285714285, -0.1]","[12, 4, -24, 28]","[12, -36, 28, -40]","[7, 1, -6, 3]","[7, -9, -10, 3]","[3, -9, -6, -10]","[7, -9, -10, 3]","[7, -5, -2, -6]","[12, -36, -24, -40]","[0.3333333333333333, -0.1111111111111111, -0.16666666666666666, -0.1]","[3, 4, -9, -6, -10]","[3, -6, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2619,"[-3, 2, -1, -7, 9, 1, 12, 1, -8]","[-13, -11, -16, -14, 1, -2, 1, 1, -2]","[1, 6, 3, -3, 13, 5, 16, 5, -4]","[-9, -7, -12, -10, 5, 2, 5, 5, 2]","[-3, 2, -7, 9, 1, 12, 1, -8]","[-13, -11, -14, 1, -2, 1, 1, -2]","[-3, 4, 2, -1, -7, 9, 1, 12, 1, -8]","[-13, 4, -11, -16, -14, 1, -2, 1, 1, -2]","[-0.3333333333333333, 0.5, -1.0, -0.14285714285714285, 0.1111111111111111, 1.0, 0.08333333333333333, 1.0, -0.125]","[-0.07692307692307693, -0.09090909090909091, -0.0625, -0.07142857142857142, 1.0, -0.5, 1.0, 1.0, -0.5]","[-12, 8, -4, -28, 36, 4, 48, 4, -32]","[-52, -44, -64, -56, 4, -8, 4, 4, -8]","[-8, -1, -7, -3, 9, 1, 12, 2, 1]","[-11, -2, 1, 1, -14, 1, -13, -16, -2]","[-13, -11, -16, -14, 1, -2, 1, 1, -8]","[-11, -2, -7, -3, -14, 1, -13, -16, -2]","[-9, -7, -12, -10, 5, 2, 5, 5, -4]","[-52, -44, -64, -56, 4, -8, 4, 4, -32]","[-0.3333333333333333, -0.09090909090909091, -1.0, -0.14285714285714285, 0.1111111111111111, -0.5, 0.08333333333333333, 1.0, -0.5]","[-13, 4, -11, -16, -14, 1, -2, 1, 1, -8]","[-13, -11, -14, 1, -2, 1, 1, -8]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2620,"[11, 8, 9, 10, -7, 4, 8, 8, -8, 10]","[8, -4, 9, -8, -2, 11, -6, 7, 10, 3]","[15, 12, 13, 14, -3, 8, 12, 12, -4, 14]","[12, 0, 13, -4, 2, 15, -2, 11, 14, 7]","[11, 9, 10, -7, 4, 8, 8, -8, 10]","[8, 9, -8, -2, 11, -6, 7, 10, 3]","[11, 8, 9, 10, -7, 4, 8, 8, -8, 4, 10]","[8, -4, 9, -8, -2, 11, -6, 7, 10, 4, 3]","[0.09090909090909091, 0.125, 0.1111111111111111, 0.1, -0.14285714285714285, 0.25, 0.125, 0.125, -0.125, 0.1]","[0.125, -0.25, 0.1111111111111111, -0.125, -0.5, 0.09090909090909091, -0.16666666666666666, 0.14285714285714285, 0.1, 0.3333333333333333]","[44, 32, 36, 40, -28, 16, 32, 32, -32, 40]","[32, -16, 36, -32, -8, 44, -24, 28, 40, 12]","[8, -7, 11, 9, 8, 4, 10, -8, 10, 8]","[-6, 9, 11, 7, -4, 3, -8, 8, -2, 10]","[8, -4, 9, -8, -7, 4, -6, 7, -8, 3]","[-6, -7, 11, 7, -4, 3, -8, -8, -2, 8]","[12, 0, 13, -4, -3, 8, -2, 11, -4, 7]","[32, -16, 36, -32, -28, 16, -24, 28, -32, 12]","[0.09090909090909091, -0.25, 0.1111111111111111, -0.125, -0.5, 0.09090909090909091, -0.16666666666666666, 0.125, -0.125, 0.1]","[8, -4, 9, -8, -7, 4, -6, 7, -8, 4, 3]","[8, 9, -8, -7, 4, -6, 7, -8, 3]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2621,"[-4, 1, 2, 3, 2, -2, -5]","[7, -6, 3, -3, -1, 8, 4]","[0, 5, 6, 7, 6, 2, -1]","[11, -2, 7, 1, 3, 12, 8]","[1, 2, 3, 2, -2, -5]","[-6, 3, -3, -1, 8, 4]","[-4, 1, 2, 3, 2, -2, 4, -5]","[7, -6, 3, -3, -1, 8, 4, 4]","[-0.25, 1.0, 0.5, 0.3333333333333333, 0.5, -0.5, -0.2]","[0.14285714285714285, -0.16666666666666666, 0.3333333333333333, -0.3333333333333333, -1.0, 0.125, 0.25]","[-16, 4, 8, 12, 8, -8, -20]","[28, -24, 12, -12, -4, 32, 16]","[-4, -5, 3, 2, 1, -2, 2]","[4, -1, 7, 3, -6, -3, 8]","[-4, -6, 2, -3, -1, -2, -5]","[-4, -5, 3, 2, -6, -3, 2]","[0, -2, 6, 1, 3, 2, -1]","[-16, -24, 8, -12, -4, -8, -20]","[-0.25, -0.16666666666666666, 0.3333333333333333, -0.3333333333333333, -1.0, -0.5, -0.2]","[-4, -6, 2, -3, -1, -2, 4, -5]","[-6, 2, -3, -1, -2, -5]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2622,"[12, -2, -17, -16, -11, 8, 5, 3, 3, 13, -7, -18]","[-17, 1, 9, -12, -5, -8, -17, -9, 0, 0, -2, 4]","[16, 2, -13, -12, -7, 12, 9, 7, 7, 17, -3, -14]","[-13, 5, 13, -8, -1, -4, -13, -5, 4, 4, 2, 8]","[12, -2, -17, -16, -11, 8, 5, 3, 3, 13, -7]","[-17, 1, 9, -12, -5, -8, -17, -9, 0, 0, -2]","[12, -2, -17, -16, -11, 8, 4, 5, 3, 3, 13, -7, -18]","[-17, 1, 9, -12, -5, -8, 4, -17, -9, 0, 0, -2, 4]","[0.08333333333333333, -0.5, -0.058823529411764705, -0.0625, -0.09090909090909091, 0.125, 0.2, 0.3333333333333333, 0.3333333333333333, 0.07692307692307693, -0.14285714285714285, -0.05555555555555555]","[-0.058823529411764705, 1.0, 0.1111111111111111, -0.08333333333333333, -0.2, -0.125, -0.058823529411764705, -0.1111111111111111, 'ZeroDivisionError', 'ZeroDivisionError', -0.5, 0.25]","[48, -8, -68, -64, -44, 32, 20, 12, 12, 52, -28, -72]","[-68, 4, 36, -48, -20, -32, -68, -36, 0, 0, -8, 16]","[3, 13, -2, 5, -16, -7, 8, -17, -11, 3, 12, -18]","[0, -17, -5, -9, 1, 0, -8, 4, -17, -12, 9, -2]","[-17, -2, -17, -16, -11, -8, -17, -9, 0, 0, -7, -18]","[0, -17, -5, -9, -16, -7, -8, -17, -17, -12, 9, -18]","[-13, 2, -13, -12, -7, -4, -13, -5, 4, 4, -3, -14]","[-68, -8, -68, -64, -44, -32, -68, -36, 0, 0, -28, -72]",error,"[-17, -2, -17, -16, -11, -8, 4, -17, -9, 0, 0, -7, -18]","[-17, -2, -17, -16, -11, -8, -17, -9, 0, 0, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2623,"[-4, 5, 6, -3, -1, 2, 7, 6, -9, -2, -10, -6, -9, 0]","[6, -11, -4, 5, -7, -7, 3, 0, -8, 6, -11, -2, 5, -10]","[0, 9, 10, 1, 3, 6, 11, 10, -5, 2, -6, -2, -5, 4]","[10, -7, 0, 9, -3, -3, 7, 4, -4, 10, -7, 2, 9, -6]","[-4, 5, 6, -3, -1, 2, 6, -9, -2, -10, -6, -9, 0]","[6, -11, -4, 5, -7, -7, 0, -8, 6, -11, -2, 5, -10]","[-4, 5, 6, -3, -1, 2, 7, 6, -9, -2, -10, -6, 4, -9, 0]","[6, -11, -4, 5, -7, -7, 3, 0, -8, 6, -11, -2, 4, 5, -10]","[-0.25, 0.2, 0.16666666666666666, -0.3333333333333333, -1.0, 0.5, 0.14285714285714285, 0.16666666666666666, -0.1111111111111111, -0.5, -0.1, -0.16666666666666666, -0.1111111111111111, 'ZeroDivisionError']","[0.16666666666666666, -0.09090909090909091, -0.25, 0.2, -0.14285714285714285, -0.14285714285714285, 0.3333333333333333, 'ZeroDivisionError', -0.125, 0.16666666666666666, -0.09090909090909091, -0.5, 0.2, -0.1]","[-16, 20, 24, -12, -4, 8, 28, 24, -36, -8, -40, -24, -36, 0]","[24, -44, -16, 20, -28, -28, 12, 0, -32, 24, -44, -8, 20, -40]","[-3, -6, 6, 6, -9, -1, 7, -10, -2, 0, -4, 5, 2, -9]","[-11, -2, -7, -7, 5, -8, 3, 5, -11, 0, 6, -10, -4, 6]","[-4, -11, -4, -3, -7, -7, 3, 0, -9, -2, -11, -6, -9, -10]","[-11, -6, -7, -7, -9, -8, 3, -10, -11, 0, -4, -10, -4, -9]","[0, -7, 0, 1, -3, -3, 7, 4, -5, 2, -7, -2, -5, -6]","[-16, -44, -16, -12, -28, -28, 12, 0, -36, -8, -44, -24, -36, -40]",error,"[-4, -11, -4, -3, -7, -7, 3, 0, -9, -2, -11, -6, 4, -9, -10]","[-4, -11, -4, -3, -7, -7, 0, -9, -2, -11, -6, -9, -10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2624,[-1],[4],[3],[8],[],[],"[-1, 4]","[4, 4]",[-1.0],[0.25],[-4],[16],[-1],[4],[-1],[-1],[3],[-4],[-1.0],"[-1, 4]",[],No-violate,No-violate,Violate,Violate,No-violate,No-violate,0,0,1,1,0,0
2625,"[-2, -7, 7, -10, -2, -4, 7, -4, -6, 1, -5, -4]","[0, 0, 3, 4, 10, -7, 9, 4, 2, 5, -2, 10]","[2, -3, 11, -6, 2, 0, 11, 0, -2, 5, -1, 0]","[4, 4, 7, 8, 14, -3, 13, 8, 6, 9, 2, 14]","[-2, -7, 7, -10, -2, -4, 7, -6, 1, -5, -4]","[0, 0, 3, 4, 10, -7, 9, 2, 5, -2, 10]","[-2, -7, 7, -10, -2, -4, 7, -4, -6, 4, 1, -5, -4]","[0, 0, 3, 4, 10, -7, 9, 4, 2, 4, 5, -2, 10]","[-0.5, -0.14285714285714285, 0.14285714285714285, -0.1, -0.5, -0.25, 0.14285714285714285, -0.25, -0.16666666666666666, 1.0, -0.2, -0.25]","['ZeroDivisionError', 'ZeroDivisionError', 0.3333333333333333, 0.25, 0.1, -0.14285714285714285, 0.1111111111111111, 0.25, 0.5, 0.2, -0.5, 0.1]","[-8, -28, 28, -40, -8, -16, 28, -16, -24, 4, -20, -16]","[0, 0, 12, 16, 40, -28, 36, 16, 8, 20, -8, 40]","[-10, -4, 7, -6, -2, 7, -4, -2, -4, -7, -5, 1]","[9, 0, 10, -2, 0, 3, 10, 4, 2, -7, 5, 4]","[-2, -7, 3, -10, -2, -7, 7, -4, -6, 1, -5, -4]","[-10, -4, 7, -6, -2, 3, -4, -2, -4, -7, -5, 1]","[2, -3, 7, -6, 2, -3, 11, 0, -2, 5, -1, 0]","[-8, -28, 12, -40, -8, -28, 28, -16, -24, 4, -20, -16]",error,"[-2, -7, 3, -10, -2, -7, 7, -4, -6, 4, 1, -5, -4]","[-2, -7, 3, -10, -2, -7, 7, -6, 1, -5, -4]",No-violate,No-violate,Violate,error,No-violate,No-violate,0,0,1,error,0,0
2626,"[-13, -12, 2, -1, -2, 1, -4, -9, 4, -9]","[-14, -12, 1, 0, -5, 1, -1, -12, -8, 4]","[-9, -8, 6, 3, 2, 5, 0, -5, 8, -5]","[-10, -8, 5, 4, -1, 5, 3, -8, -4, 8]","[-13, -12, 2, -1, -2, 1, -4, 4, -9]","[-14, -12, 1, 0, -5, 1, -1, -8, 4]","[-13, -12, 2, -1, -2, 1, -4, 4, -9, 4, -9]","[-14, -12, 1, 0, -5, 1, -1, 4, -12, -8, 4]","[-0.07692307692307693, -0.08333333333333333, 0.5, -1.0, -0.5, 1.0, -0.25, -0.1111111111111111, 0.25, -0.1111111111111111]","[-0.07142857142857142, -0.08333333333333333, 1.0, 'ZeroDivisionError', -0.2, 1.0, -1.0, -0.08333333333333333, -0.125, 0.25]","[-52, -48, 8, -4, -8, 4, -16, -36, 16, -36]","[-56, -48, 4, 0, -20, 4, -4, -48, -32, 16]","[-1, 4, -13, 1, 2, -9, -2, -4, -9, -12]","[-1, -14, -5, -12, 1, 1, 0, -12, -8, 4]","[-14, -12, 1, -1, -5, 1, -4, -12, -8, -9]","[-1, -14, -13, -12, 1, -9, -2, -12, -9, -12]","[-10, -8, 5, 3, -1, 5, 0, -8, -4, -5]","[-56, -48, 4, -4, -20, 4, -16, -48, -32, -36]",error,"[-14, -12, 1, -1, -5, 1, -4, 4, -12, -8, -9]","[-14, -12, 1, -1, -5, 1, -4, -8, -9]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2627,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],[4],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2628,"[0, 10, -3, -1, 5, -8, -8, 1]","[11, 9, -11, -2, 0, -7, -6, -10]","[4, 14, 1, 3, 9, -4, -4, 5]","[15, 13, -7, 2, 4, -3, -2, -6]","[0, 10, -1, 5, -8, -8, 1]","[11, 9, -2, 0, -7, -6, -10]","[0, 10, 4, -3, -1, 5, -8, -8, 1]","[11, 9, 4, -11, -2, 0, -7, -6, -10]","['ZeroDivisionError', 0.1, -0.3333333333333333, -1.0, 0.2, -0.125, -0.125, 1.0]","[0.09090909090909091, 0.1111111111111111, -0.09090909090909091, -0.5, 'ZeroDivisionError', -0.14285714285714285, -0.16666666666666666, -0.1]","[0, 40, -12, -4, 20, -32, -32, 4]","[44, 36, -44, -8, 0, -28, -24, -40]","[10, -8, -1, -3, 0, 5, -8, 1]","[-11, 11, 0, -7, -6, -10, -2, 9]","[0, 9, -11, -2, 0, -8, -8, -10]","[-11, -8, -1, -7, -6, -10, -8, 1]","[4, 13, -7, 2, 4, -4, -4, -6]","[0, 36, -44, -8, 0, -32, -32, -40]",error,"[0, 9, 4, -11, -2, 0, -8, -8, -10]","[0, 9, -2, 0, -8, -8, -10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2629,"[4, -6, -7, -10]","[-1, 4, -1, -11]","[8, -2, -3, -6]","[3, 8, 3, -7]","[-6, -7, -10]","[4, -1, -11]","[4, -6, 4, -7, -10]","[-1, 4, 4, -1, -11]","[0.25, -0.16666666666666666, -0.14285714285714285, -0.1]","[-1.0, 0.25, -1.0, -0.09090909090909091]","[16, -24, -28, -40]","[-4, 16, -4, -44]","[-10, -6, -7, 4]","[-1, 4, -1, -11]","[-1, -6, -7, -11]","[-10, -6, -7, -11]","[3, -2, -3, -7]","[-4, -24, -28, -44]","[-1.0, -0.16666666666666666, -1.0, -0.1]","[-1, -6, 4, -7, -11]","[-6, -7, -11]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2630,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],[4],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2631,"[5, 10, 5, -14, -10, 9, 7, -10]","[-2, 2, 7, -2, 10, 1, -11, 5]","[9, 14, 9, -10, -6, 13, 11, -6]","[2, 6, 11, 2, 14, 5, -7, 9]","[5, 10, 5, -10, 9, 7, -10]","[-2, 2, 7, 10, 1, -11, 5]","[4, 5, 10, 5, -14, -10, 9, 7, -10]","[4, -2, 2, 7, -2, 10, 1, -11, 5]","[0.2, 0.1, 0.2, -0.07142857142857142, -0.1, 0.1111111111111111, 0.14285714285714285, -0.1]","[-0.5, 0.5, 0.14285714285714285, -0.5, 0.1, 1.0, -0.09090909090909091, 0.2]","[20, 40, 20, -56, -40, 36, 28, -40]","[-8, 8, 28, -8, 40, 4, -44, 20]","[-14, 5, -10, 5, 10, -10, 7, 9]","[5, 2, -11, -2, 10, -2, 7, 1]","[-2, 2, 5, -14, -10, 1, -11, -10]","[-14, 2, -11, -2, 10, -10, 7, 1]","[2, 6, 9, -10, -6, 5, -7, -6]","[-8, 8, 20, -56, -40, 4, -44, -40]","[-0.5, 0.1, 0.14285714285714285, -0.5, -0.1, 0.1111111111111111, -0.09090909090909091, -0.1]","[4, -2, 2, 5, -14, -10, 1, -11, -10]","[-2, 2, 5, -10, 1, -11, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2632,"[-1, -2, 2, -9, -9, -7, -6, 3, 0, 2]","[-12, -7, 0, -3, -2, 3, -10, -1, -5, 3]","[3, 2, 6, -5, -5, -3, -2, 7, 4, 6]","[-8, -3, 4, 1, 2, 7, -6, 3, -1, 7]","[-1, -2, 2, -9, -9, -7, -6, 0, 2]","[-12, -7, 0, -3, -2, 3, -10, -5, 3]","[-1, -2, 2, -9, -9, 4, -7, -6, 3, 0, 2]","[-12, -7, 0, -3, -2, 4, 3, -10, -1, -5, 3]","[-1.0, -0.5, 0.5, -0.1111111111111111, -0.1111111111111111, -0.14285714285714285, -0.16666666666666666, 0.3333333333333333, 'ZeroDivisionError', 0.5]","[-0.08333333333333333, -0.14285714285714285, 'ZeroDivisionError', -0.3333333333333333, -0.5, 0.3333333333333333, -0.1, -1.0, -0.2, 0.3333333333333333]","[-4, -8, 8, -36, -36, -28, -24, 12, 0, 8]","[-48, -28, 0, -12, -8, 12, -40, -4, -20, 12]","[-9, 3, 2, -2, -6, -7, 0, -1, -9, 2]","[-3, -1, -12, 3, -5, -10, -7, -2, 3, 0]","[-12, -7, 0, -9, -9, -7, -10, -1, -5, 2]","[-9, -1, -12, -2, -6, -10, -7, -2, -9, 0]","[-8, -3, 4, -5, -5, -3, -6, 3, -1, 6]","[-48, -28, 0, -36, -36, -28, -40, -4, -20, 8]",error,"[-12, -7, 0, -9, -9, 4, -7, -10, -1, -5, 2]","[-12, -7, 0, -9, -9, -7, -10, -5, 2]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2633,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],[4],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2634,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],[],[],[],[],[],[4],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2635,"[9, 8, 8, -8, 9, 10, -3]","[1, -11, -8, 6, -9, 10, -6]","[13, 12, 12, -4, 13, 14, 1]","[5, -7, -4, 10, -5, 14, -2]","[9, 8, -8, 9, 10, -3]","[1, -11, 6, -9, 10, -6]","[9, 8, 8, -8, 9, 4, 10, -3]","[1, -11, -8, 6, -9, 4, 10, -6]","[0.1111111111111111, 0.125, 0.125, -0.125, 0.1111111111111111, 0.1, -0.3333333333333333]","[1.0, -0.09090909090909091, -0.125, 0.16666666666666666, -0.1111111111111111, 0.1, -0.16666666666666666]","[36, 32, 32, -32, 36, 40, -12]","[4, -44, -32, 24, -36, 40, -24]","[9, 8, -8, 10, -3, 8, 9]","[1, -9, -11, -6, 10, 6, -8]","[1, -11, -8, -8, -9, 10, -6]","[1, -9, -11, -6, -3, 6, -8]","[5, -7, -4, -4, -5, 14, -2]","[4, -44, -32, -32, -36, 40, -24]","[0.1111111111111111, -0.09090909090909091, -0.125, -0.125, -0.1111111111111111, 0.1, -0.3333333333333333]","[1, -11, -8, -8, -9, 4, 10, -6]","[1, -11, -8, -9, 10, -6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2636,[1],[9],[5],[13],[],[],"[4, 1]","[4, 9]",[1.0],[0.1111111111111111],[4],[36],[1],[9],[1],[1],[5],[4],[0.1111111111111111],"[4, 1]",[],No-violate,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0,0
