,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_per,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_per,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2952,"[5, -9, -23, -20]","[6, -4, -17, -18]","[13, -1, -15, -12]","[10, 0, -13, -14]","[5, -9, -23]","[6, -4, -17]","[5, -9, 8, -23, -20]","[6, -4, 4, -17, -18]","[-0.8333333333333334, -0.45, -0.22549019607843135, -0.5555555555555556]","[0.16666666666666666, -0.25, -0.058823529411764705, -0.05555555555555555]","[20, -36, -92, -80]","[24, -16, -68, -72]","[5, -23, -19, -10]","[6, -18, -17, -4]","[5, -9, -23, -20]","[5, -23, -19, -10]","[13, -1, -15, -12]","[20, -36, -92, -80]","[-0.8333333333333334, -0.45, -0.22549019607843135, -0.5555555555555556]","[5, -9, 8, -23, -20]","[5, -9, -23]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2953,"[-5, -6, 5, 5, -11, -7, -12, -17]","[4, -8, 2, -8, 0, 1, -4, -8]","[3, 2, 13, 13, -3, 1, -4, -9]","[8, -4, 6, -4, 4, 5, 0, -4]","[-5, -6, 5, 5, -11, -7, -17]","[4, -8, 2, -8, 0, 1, -8]","[-5, -6, 5, 5, -11, -7, -12, 8, -17]","[4, -8, 2, -8, 0, 1, -4, 4, -8]","[0.1388888888888889, 0.375, 0.8333333333333333, -0.04807692307692307, -0.09090909090909091, -0.125, -0.125, -0.1111111111111111]","[0.25, -0.125, 0.5, -0.125, 'ZeroDivisionError', 1.0, -0.25, -0.125]","[-20, -24, 20, 20, -44, -28, -48, -68]","[16, -32, 8, -32, 0, 4, -16, -32]","[-8, -17, 4, 17, -12, -5, -19, -8]","[0, -8, 2, 4, -4, -8, -8, 1]","[-5, -6, 5, 5, -11, -7, -12, -17]","[-8, -17, 4, 17, -12, -5, -19, -8]","[3, 2, 13, 13, -3, 1, -4, -9]","[-20, -24, 20, 20, -44, -28, -48, -68]",error,"[-5, -6, 5, 5, -11, -7, -12, 8, -17]","[-5, -6, 5, 5, -11, -7, -17]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2954,"[-2, 5, 3, -2, 5]","[2, 7, -6, -7, 5]","[6, 13, 11, 6, 13]","[6, 11, -2, -3, 9]","[5, 3, -2, 5]","[7, -6, -7, 5]","[-2, 8, 5, 3, -2, 5]","[2, 4, 7, -6, -7, 5]","[0.25, -0.35714285714285715, -0.05555555555555555, 0.05714285714285716, 'ZeroDivisionError']","[0.5, 0.14285714285714285, -0.16666666666666666, -0.14285714285714285, 0.2]","[-8, 20, 12, -8, 20]","[8, 28, -24, -28, 20]","[0, 3, 2, -1, 5]","[2, 7, -7, -6, 5]","[-2, 5, 3, -2, 5]","[0, 3, 2, -1, 5]","[6, 13, 11, 6, 13]","[-8, 20, 12, -8, 20]",error,"[-2, 8, 5, 3, -2, 5]","[5, 3, -2, 5]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2955,"[-3, 5, 6, 12, 8]","[-2, -1, 1, 6, 6]","[5, 13, 14, 20, 16]","[2, 3, 5, 10, 10]","[-3, 5, 12, 8]","[-2, -1, 6, 6]","[-3, 5, 8, 6, 12, 8]","[-2, -1, 4, 1, 6, 6]","[-1.5, -0.8333333333333334, 1.2, 0.3333333333333333, 0.6666666666666666]","[-0.5, -1.0, 1.0, 0.16666666666666666, 0.16666666666666666]","[-12, 20, 24, 48, 32]","[-8, -4, 4, 24, 24]","[5, -3, 12, 3, 11]","[-1, -2, 6, 1, 6]","[-3, 5, 6, 12, 8]","[5, -3, 12, 3, 11]","[5, 13, 14, 20, 16]","[-12, 20, 24, 48, 32]","[-1.5, -0.8333333333333334, 1.2, 0.3333333333333333, 0.6666666666666666]","[-3, 5, 8, 6, 12, 8]","[-3, 5, 12, 8]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2956,"[1, -13, -4, -8, 6, 4]","[1, -9, -4, -2, 9, -3]","[9, -5, 4, 0, 14, 12]","[5, -5, 0, 2, 13, 1]","[1, -13, -4, -8, 4]","[1, -9, -4, -2, -3]","[1, -13, -4, -8, 6, 4, 8]","[1, -9, -4, -2, 9, -3, 4]","['ZeroDivisionError', -0.25, 'ZeroDivisionError', -0.16666666666666666, -0.3333333333333333, 0.14285714285714285]","[1.0, -0.1111111111111111, -0.25, -0.5, 0.1111111111111111, -0.3333333333333333]","[4, -52, -16, -32, 24, 16]","[4, -36, -16, -8, 36, -12]","[-4, -9, -6, 16, -6, -5]","[-4, -9, -2, 9, -3, 1]","[1, -13, -4, -8, 6, 4]","[-4, -9, -6, 16, -6, -5]","[9, -5, 4, 0, 14, 12]","[4, -52, -16, -32, 24, 16]",error,"[1, -13, -4, -8, 6, 4, 8]","[1, -13, -4, -8, 4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2957,"[0, -1, 7, 1, -3, 6, -1, -3, -1, 9]","[3, -2, 6, 0, -3, 3, -2, 2, -5, 5]","[8, 7, 15, 9, 5, 14, 7, 5, 7, 17]","[7, 2, 10, 4, 1, 7, 2, 6, -1, 9]","[0, -1, 7, 1, -3, 6, -3, -1, 9]","[3, -2, 6, 0, -3, 3, 2, -5, 5]","[0, -1, 7, 1, 8, -3, 6, -1, -3, -1, 9]","[3, -2, 6, 0, 4, -3, 3, -2, 2, -5, 5]","[0.0, 0.5, 1.1666666666666667, 1.0, 'ZeroDivisionError', 0.3333333333333333, 1.0, -0.2, 0.25, 0.25]","[0.3333333333333333, -0.5, 0.16666666666666666, 'ZeroDivisionError', -0.3333333333333333, 0.3333333333333333, -0.5, 0.5, -0.2, 0.2]","[0, -4, 28, 4, -12, 24, -4, -12, -4, 36]","[12, -8, 24, 0, -12, 12, -8, 8, -20, 20]","[-1, -2, -5, -4, 1, 7, 7, 5, 0, 6]","[-2, 3, -2, -5, -3, 3, 6, 2, 0, 5]","[0, -1, 7, 1, -3, 6, -1, -3, -1, 9]","[-1, -2, -5, -4, 1, 7, 7, 5, 0, 6]","[8, 7, 15, 9, 5, 14, 7, 5, 7, 17]","[0, -4, 28, 4, -12, 24, -4, -12, -4, 36]",error,"[0, -1, 7, 1, 8, -3, 6, -1, -3, -1, 9]","[0, -1, 7, 1, -3, 6, -3, -1, 9]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2958,"[21, -12, -4, 12, -16, 1, -32, -11, 13, -14, -27]","[12, -14, -1, 3, -11, 6, -16, 5, 13, -11, -17]","[29, -4, 4, 20, -8, 9, -24, -3, 21, -6, -19]","[16, -10, 3, 7, -7, 10, -12, 9, 17, -7, -13]","[21, -12, 12, -16, 1, -32, -11, 13, -14, -27]","[12, -14, 3, -11, 6, -16, 5, 13, -11, -17]","[21, -12, -4, 12, -16, 1, 8, -32, -11, 13, -14, -27]","[12, -14, -1, 3, -11, 6, 4, -16, 5, 13, -11, -17]","[0.19444444444444442, 0.4285714285714286, -1.3333333333333333, 0.4444444444444444, -0.2909090909090909, -0.033333333333333354, -0.125, 0.1375, 'ZeroDivisionError', -0.3333333333333333, -0.1]","[0.08333333333333333, -0.07142857142857142, -1.0, 0.3333333333333333, -0.09090909090909091, 0.16666666666666666, -0.0625, 0.2, 0.07692307692307693, -0.09090909090909091, -0.058823529411764705]","[84, -48, -16, 48, -64, 4, -128, -44, 52, -56, -108]","[48, -56, -4, 12, -44, 24, -64, 20, 52, -44, -68]","[15, 15, 5, -19, -27, 8, -26, -14, 0, 7, -33]","[6, 13, 5, -14, -11, -1, -16, -11, 3, 12, -17]","[21, -12, -4, 12, -16, 1, -32, -11, 13, -14, -27]","[15, 15, 5, -19, -27, 8, -26, -14, 0, 7, -33]","[29, -4, 4, 20, -8, 9, -24, -3, 21, -6, -19]","[84, -48, -16, 48, -64, 4, -128, -44, 52, -56, -108]",error,"[21, -12, -4, 12, -16, 1, 8, -32, -11, 13, -14, -27]","[21, -12, 12, -16, 1, -32, -11, 13, -14, -27]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2959,"[-14, 19, -23, -1, -5, -16, 15, 9, 16, -31, -5, -27, -9, -32]","[-5, 9, -13, 5, 10, -3, 7, 7, 10, -19, -12, -16, 1, -17]","[-6, 27, -15, 7, 3, -8, 23, 17, 24, -23, 3, -19, -1, -24]","[-1, 13, -9, 9, 14, 1, 11, 11, 14, -15, -8, -12, 5, -13]","[-14, 19, -23, -1, -5, -16, 15, 9, 16, -31, -5, -27, -32]","[-5, 9, -13, 5, 10, -3, 7, 7, 10, -19, -12, -16, -17]","[-14, 19, -23, -1, -5, -16, 15, 9, 16, -31, -5, -27, -9, 8, -32]","[-5, 9, -13, 5, 10, -3, 7, 7, 10, -19, -12, -16, 1, 4, -17]","[-0.3111111111111111, 0.2111111111111111, -0.17692307692307693, 0.033333333333333354, 0.03333333333333334, -0.41025641025641024, 0.26785714285714285, 0.6428571428571428, 0.26666666666666666, -0.13596491228070173, 0.05952380952380952, -0.1534090909090909, 0.9, -0.12549019607843137]","[-0.2, 0.1111111111111111, -0.07692307692307693, 0.2, 0.1, -0.3333333333333333, 0.14285714285714285, 0.14285714285714285, 0.1, -0.05263157894736842, -0.08333333333333333, -0.0625, 1.0, -0.058823529411764705]","[-56, 76, -92, -4, -20, -64, 60, 36, 64, -124, -20, -108, -36, -128]","[-20, 36, -52, 20, 40, -12, 28, 28, 40, -76, -48, -64, 4, -68]","[-15, -21, -3, 11, 7, -24, -11, -10, -11, 1, 0, -11, 14, -31]","[-5, -12, 10, 9, -3, -13, -19, 5, 1, 7, 10, -17, 7, -16]","[-14, 19, -23, -1, -5, -16, 15, 9, 16, -31, -5, -27, -9, -32]","[-15, -21, -3, 11, 7, -24, -11, -10, -11, 1, 0, -11, 14, -31]","[-6, 27, -15, 7, 3, -8, 23, 17, 24, -23, 3, -19, -1, -24]","[-56, 76, -92, -4, -20, -64, 60, 36, 64, -124, -20, -108, -36, -128]","[-0.3111111111111111, 0.2111111111111111, -0.17692307692307693, 0.033333333333333354, 0.03333333333333334, -0.41025641025641024, 0.26785714285714285, 0.6428571428571428, 0.26666666666666666, -0.13596491228070173, 0.05952380952380952, -0.1534090909090909, 0.9, -0.12549019607843137]","[-14, 19, -23, -1, -5, -16, 15, 9, 16, -31, -5, -27, -9, 8, -32]","[-14, 19, -23, -1, -5, -16, 15, 9, 16, -31, -5, -27, -32]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2960,"[-11, 5, -9, -16, -1, -21, -1, -23, -15]","[-6, 9, 7, -16, -2, -15, -5, -17, -8]","[-3, 13, -1, -8, 7, -13, 7, -15, -7]","[-2, 13, 11, -12, 2, -11, -1, -13, -4]","[-11, 5, -9, -16, -21, -1, -23, -15]","[-6, 9, 7, -16, -15, -5, -17, -8]","[-11, 5, -9, -16, -1, 8, -21, -1, -23, -15]","[-6, 9, 7, -16, -2, 4, -15, -5, -17, -8]","[-0.3666666666666667, -0.1388888888888889, 0.08035714285714285, 'ZeroDivisionError', 1.0, -0.16666666666666666, 0.25, -0.16666666666666666, -0.14285714285714285]","[-0.16666666666666666, 0.1111111111111111, 0.14285714285714285, -0.0625, -0.5, -0.06666666666666667, -0.2, -0.058823529411764705, -0.125]","[-44, 20, -36, -64, -4, -84, -4, -92, -60]","[-24, 36, 28, -64, -8, -60, -20, -68, -32]","[3, -13, -16, 7, -8, -11, -22, -12, -20]","[9, -8, -17, 7, -2, -15, -6, -5, -16]","[-11, 5, -9, -16, -1, -21, -1, -23, -15]","[3, -13, -16, 7, -8, -11, -22, -12, -20]","[-3, 13, -1, -8, 7, -13, 7, -15, -7]","[-44, 20, -36, -64, -4, -84, -4, -92, -60]",error,"[-11, 5, -9, -16, -1, 8, -21, -1, -23, -15]","[-11, 5, -9, -16, -21, -1, -23, -15]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2961,"[13, 11, 2, -2, 6, 13, 11, 16, 4, -2, 8, 11, -4]","[14, 6, -5, -7, -5, -1, 2, 13, 8, -3, 3, 2, 0]","[21, 19, 10, 6, 14, 21, 19, 24, 12, 6, 16, 19, 4]","[18, 10, -1, -3, -1, 3, 6, 17, 12, 1, 7, 6, 4]","[13, 11, 2, -2, 6, 11, 16, 4, -2, 8, 11, -4]","[14, 6, -5, -7, -5, 2, 13, 8, -3, 3, 2, 0]","[13, 11, 2, -2, 6, 13, 11, 8, 16, 4, -2, 8, 11, -4]","[14, 6, -5, -7, -5, -1, 2, 4, 13, 8, -3, 3, 2, 0]","[-0.9285714285714286, 0.3666666666666667, -0.05714285714285716, 0.05714285714285716, -0.1090909090909091, -0.9285714285714286, 0.6111111111111112, 0.41025641025641024, -0.125, 0.6666666666666667, 0.5333333333333333, 0.6111111111111112, -0.25]","[0.07142857142857142, 0.16666666666666666, -0.2, -0.14285714285714285, -0.2, -1.0, 0.5, 0.07692307692307693, 0.125, -0.3333333333333333, 0.3333333333333333, 0.5, 'ZeroDivisionError']","[52, 44, 8, -8, 24, 52, 44, 64, 16, -8, 32, 44, -16]","[56, 24, -20, -28, -20, -4, 8, 52, 32, -12, 12, 8, 0]","[27, 19, 4, -9, 1, 6, -4, 17, 11, 2, 0, -2, 15]","[13, 14, -1, -5, 0, -3, -7, 6, 2, 3, -5, 2, 8]","[13, 11, 2, -2, 6, 13, 11, 16, 4, -2, 8, 11, -4]","[27, 19, 4, -9, 1, 6, -4, 17, 11, 2, 0, -2, 15]","[21, 19, 10, 6, 14, 21, 19, 24, 12, 6, 16, 19, 4]","[52, 44, 8, -8, 24, 52, 44, 64, 16, -8, 32, 44, -16]",error,"[13, 11, 2, -2, 6, 13, 11, 8, 16, 4, -2, 8, 11, -4]","[13, 11, 2, -2, 6, 11, 16, 4, -2, 8, 11, -4]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2962,"[12, -4, 4, 2, 18, 0]","[2, -2, 2, -1, 16, -1]","[20, 4, 12, 10, 26, 8]","[6, 2, 6, 3, 20, 3]","[12, -4, 2, 18, 0]","[2, -2, -1, 16, -1]","[12, -4, 4, 2, 8, 18, 0]","[2, -2, 2, -1, 4, 16, -1]","[0.6, -1.0, 1.0, -0.6666666666666667, 0.5625, 0.0]","[0.5, -0.5, 0.5, -1.0, 0.0625, -1.0]","[48, -16, 16, 8, 72, 0]","[8, -8, 8, -4, 64, -4]","[12, 2, 0, 18, 0, 0]","[2, -1, -2, 16, 2, -1]","[12, -4, 4, 2, 18, 0]","[12, 2, 0, 18, 0, 0]","[20, 4, 12, 10, 26, 8]","[48, -16, 16, 8, 72, 0]","[0.6, -1.0, 1.0, -0.6666666666666667, 0.5625, 0.0]","[12, -4, 4, 2, 8, 18, 0]","[12, -4, 2, 18, 0]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2963,"[25, 14, 4, 12]","[14, 13, 11, 8]","[33, 22, 12, 20]","[18, 17, 15, 12]","[25, 14, 12]","[14, 13, 8]","[25, 14, 8, 4, 12]","[14, 13, 4, 11, 8]","[0.16233766233766234, 1.0769230769230769, -0.05194805194805194, 0.375]","[0.07142857142857142, 0.07692307692307693, 0.09090909090909091, 0.125]","[100, 56, 16, 48]","[56, 52, 44, 32]","[15, 19, 15, 6]","[14, 8, 11, 13]","[25, 14, 4, 12]","[15, 19, 15, 6]","[33, 22, 12, 20]","[100, 56, 16, 48]","[0.16233766233766234, 1.0769230769230769, -0.05194805194805194, 0.375]","[25, 14, 8, 4, 12]","[25, 14, 12]",Violate,No-violate,No-violate,No-violate,No-violate,No-violate,1,0,0,0,0,0
2964,"[6, -7, -5, -10, 6, -14, 4, 2, -1]","[2, -14, -8, -13, 5, -14, 0, 6, 6]","[14, 1, 3, -2, 14, -6, 12, 10, 7]","[6, -10, -4, -9, 9, -10, 4, 10, 10]","[6, -7, -5, -10, 6, -14, 4, 2]","[2, -14, -8, -13, 5, -14, 0, 6]","[6, -7, -5, -10, 6, -14, 4, 8, 2, -1]","[2, -14, -8, -13, 5, -14, 0, 4, 6, 6]","[0.75, 0.07142857142857142, 0.20833333333333331, 0.2564102564102564, 1.2, 'ZeroDivisionError', 0.25, -0.25, -0.14285714285714285]","[0.5, -0.07142857142857142, -0.125, -0.07692307692307693, 0.2, -0.07142857142857142, 'ZeroDivisionError', 0.16666666666666666, 0.16666666666666666]","[24, -28, -20, -40, 24, -56, 16, 8, -4]","[8, -56, -32, -52, 20, -56, 0, 24, 24]","[9, -21, 9, -17, -10, 3, 6, 9, -7]","[5, -14, 6, -13, -14, 0, 6, 2, -8]","[6, -7, -5, -10, 6, -14, 4, 2, -1]","[9, -21, 9, -17, -10, 3, 6, 9, -7]","[14, 1, 3, -2, 14, -6, 12, 10, 7]","[24, -28, -20, -40, 24, -56, 16, 8, -4]",error,"[6, -7, -5, -10, 6, -14, 4, 8, 2, -1]","[6, -7, -5, -10, 6, -14, 4, 2]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2965,"[-1, -7, -17, 6, 1, -28]","[8, -16, -9, -3, -6, -13]","[7, 1, -9, 14, 9, -20]","[12, -12, -5, 1, -2, -9]","[-1, -17, 6, 1, -28]","[8, -9, -3, -6, -13]","[-1, -7, 8, -17, 6, 1, -28]","[8, -16, 4, -9, -3, -6, -13]","[0.013888888888888895, 0.048611111111111105, -0.2361111111111111, -0.2222222222222222, -0.023809523809523808, -0.14358974358974358]","[0.125, -0.0625, -0.1111111111111111, -0.3333333333333333, -0.16666666666666666, -0.07692307692307693]","[-4, -28, -68, 24, 4, -112]","[32, -64, -36, -12, -24, -52]","[17, -22, -2, 6, -31, -14]","[8, -13, -9, -3, -16, -6]","[-1, -7, -17, 6, 1, -28]","[17, -22, -2, 6, -31, -14]","[7, 1, -9, 14, 9, -20]","[-4, -28, -68, 24, 4, -112]","[0.013888888888888895, 0.048611111111111105, -0.2361111111111111, -0.2222222222222222, -0.023809523809523808, -0.14358974358974358]","[-1, -7, 8, -17, 6, 1, -28]","[-1, -17, 6, 1, -28]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2966,"[-11, -1, -23, -19, -14, -10, -10]","[-12, 0, -13, -7, -11, 1, -8]","[-3, 7, -15, -11, -6, -2, -2]","[-8, 4, -9, -3, -7, 5, -4]","[-11, -1, -23, -19, -14, -10]","[-12, 0, -13, -7, -11, 1]","[-11, -1, -23, -19, 8, -14, -10, -10]","[-12, 0, -13, -7, 4, -11, 1, -8]","[0.9166666666666666, -1.0, -0.1, -0.08333333333333333, -0.3333333333333333, -0.09090909090909091, -0.5]","[-0.08333333333333333, 'ZeroDivisionError', -0.07692307692307693, -0.14285714285714285, -0.09090909090909091, 1.0, -0.125]","[-44, -4, -92, -76, -56, -40, -40]","[-48, 0, -52, -28, -44, 4, -32]","[-25, -15, -8, -18, -1, 1, -22]","[-13, -12, -7, -8, 1, 0, -11]","[-11, -1, -23, -19, -14, -10, -10]","[-25, -15, -8, -18, -1, 1, -22]","[-3, 7, -15, -11, -6, -2, -2]","[-44, -4, -92, -76, -56, -40, -40]",error,"[-11, -1, -23, -19, 8, -14, -10, -10]","[-11, -1, -23, -19, -14, -10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2967,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2968,"[-2, 0, -4]","[4, 0, -7]","[6, 8, 4]","[8, 4, -3]","[-2, 0]","[4, 0]","[8, -2, 0, -4]","[4, 4, 0, -7]","[0.08333333333333334, 'ZeroDivisionErrorZeroDivisionError', 0.19047619047619047]","[0.25, 'ZeroDivisionError', -0.14285714285714285]","[-8, 0, -16]","[16, 0, -28]","[-7, 3, -2]","[-7, 0, 4]","[-2, 0, -4]","[-7, 3, -2]","[6, 8, 4]","[-8, 0, -16]","[0.08333333333333334, 'ZeroDivisionErrorZeroDivisionError', 0.19047619047619047]","[8, -2, 0, -4]","[-2, 0]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2969,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2970,"[17, -5, 7, 14, 10]","[6, -5, -4, 12, -2]","[25, 3, 15, 22, 18]","[10, -1, 0, 16, 2]","[17, 7, 14, 10]","[6, -4, 12, -2]","[17, 8, -5, 7, 14, 10]","[6, 4, -5, -4, 12, -2]","[0.25757575757575757, 'ZeroDivisionError', 0.09090909090909091, 0.5, 0.08333333333333333]","[0.16666666666666666, -0.2, -0.25, 0.08333333333333333, -0.5]","[68, -20, 28, 56, 40]","[24, -20, -16, 48, -8]","[12, 0, 18, 7, 6]","[12, -2, 6, -4, -5]","[17, -5, 7, 14, 10]","[12, 0, 18, 7, 6]","[25, 3, 15, 22, 18]","[68, -20, 28, 56, 40]",error,"[17, 8, -5, 7, 14, 10]","[17, 7, 14, 10]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2971,[],[],[],[],[],[],[8],[4],[],[],[],[],[],[],[],[],[],[],[],[8],[],No-violate,No-violate,No-violate,No-violate,No-violate,Violate,0,0,0,0,0,1
2972,"[7, 7, 9, -2, 10, -11, 6, 10, -2, 2, 9, 8, 13]","[-3, -7, -3, 0, -3, -4, 6, 5, -6, -3, 5, 6, 8]","[15, 15, 17, 6, 18, -3, 14, 18, 6, 10, 17, 16, 21]","[1, -3, 1, 4, 1, 0, 10, 9, -2, 1, 9, 10, 12]","[7, 7, 9, -2, 10, -11, 10, -2, 2, 9, 8, 13]","[-3, -7, -3, 0, -3, -4, 5, -6, -3, 5, 6, 8]","[7, 7, 9, -2, 10, -11, 6, 10, -2, 2, 9, 8, 13, 8]","[-3, -7, -3, 0, -3, -4, 6, 5, -6, -3, 5, 6, 8, 4]","[-0.2333333333333333, -0.07142857142857142, -0.25, -0.5, 0.07692307692307693, -0.14285714285714285, 'ZeroDivisionError', 0.2, 0.25, 0.2, 0.25, 0.5, 0.2]","[-0.3333333333333333, -0.14285714285714285, -0.3333333333333333, 'ZeroDivisionError', -0.3333333333333333, -0.25, 0.16666666666666666, 0.2, -0.16666666666666666, -0.3333333333333333, 0.2, 0.16666666666666666, 0.125]","[28, 28, 36, -8, 40, -44, 24, 40, -8, 8, 36, 32, 52]","[-12, -28, -12, 0, -12, -16, 24, 20, -24, -12, 20, 24, 32]","[9, 1, 13, 10, 6, 20, 0, -1, -2, 7, -2, 7, -2]","[-3, -3, 8, 5, 6, 6, -4, -3, 5, -3, 0, -6, -7]","[7, 7, 9, -2, 10, -11, 6, 10, -2, 2, 9, 8, 13]","[9, 1, 13, 10, 6, 20, 0, -1, -2, 7, -2, 7, -2]","[15, 15, 17, 6, 18, -3, 14, 18, 6, 10, 17, 16, 21]","[28, 28, 36, -8, 40, -44, 24, 40, -8, 8, 36, 32, 52]",error,"[7, 7, 9, -2, 10, -11, 6, 10, -2, 2, 9, 8, 13, 8]","[7, 7, 9, -2, 10, -11, 10, -2, 2, 9, 8, 13]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
2973,"[8, 7, -10, 1]","[7, 2, -14, -7]","[16, 15, -2, 9]","[11, 6, -10, -3]","[8, 7, -10]","[7, 2, -14]","[8, 8, 7, -10, 1]","[4, 7, 2, -14, -7]","[1.1428571428571428, 0.7, 0.17857142857142858, -0.01785714285714285]","[0.14285714285714285, 0.5, -0.07142857142857142, -0.14285714285714285]","[32, 28, -40, 4]","[28, 8, -56, -28]","[11, 3, -2, -6]","[7, 2, -7, -14]","[8, 7, -10, 1]","[11, 3, -2, -6]","[16, 15, -2, 9]","[32, 28, -40, 4]","[1.1428571428571428, 0.7, 0.17857142857142858, -0.01785714285714285]","[8, 8, 7, -10, 1]","[8, 7, -10]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2974,"[4, -4, 19, -10, 8, 18, 6]","[5, -6, 4, -4, 2, 8, 12]","[12, 4, 27, -2, 16, 26, 14]","[9, -2, 8, 0, 6, 12, 16]","[4, -4, 19, -10, 18, 6]","[5, -6, 4, -4, 8, 12]","[4, -4, 19, -10, 8, 18, 8, 6]","[5, -6, 4, -4, 2, 8, 4, 12]","[-0.8, 0.33333333333333337, 0.31666666666666665, -0.41666666666666663, 0.6666666666666666, 0.225, -0.08333333333333333]","[0.2, -0.16666666666666666, 0.25, -0.25, 0.5, 0.125, 0.08333333333333333]","[16, -16, 76, -40, 32, 72, 24]","[20, -24, 16, -16, 8, 32, 48]","[9, 11, -1, 14, -2, 14, -4]","[-6, 12, 5, 4, -4, 8, 2]","[4, -4, 19, -10, 8, 18, 6]","[9, 11, -1, 14, -2, 14, -4]","[12, 4, 27, -2, 16, 26, 14]","[16, -16, 76, -40, 32, 72, 24]","[-0.8, 0.33333333333333337, 0.31666666666666665, -0.41666666666666663, 0.6666666666666666, 0.225, -0.08333333333333333]","[4, -4, 19, -10, 8, 18, 8, 6]","[4, -4, 19, -10, 18, 6]",Violate,No-violate,Violate,Violate,No-violate,No-violate,1,0,1,1,0,0
2975,"[-20, 2, -4, -26, 1, 2, -26, -7]","[-5, 8, 8, -19, 1, -4, -11, 8]","[-12, 10, 4, -18, 9, 10, -18, 1]","[-1, 12, 12, -15, 5, 0, -7, 12]","[-20, 2, -4, -26, 2, -26, -7]","[-5, 8, 8, -19, -4, -11, 8]","[-20, 2, -4, -26, 1, 2, -26, 8, -7]","[-5, 8, 8, -19, 1, -4, -11, 4, 8]","[-0.26666666666666666, -0.04166666666666666, 0.04166666666666667, -0.19548872180451127, 'ZeroDivisionError', 0.16666666666666666, -0.06666666666666667, -0.06666666666666667]","[-0.2, 0.125, 0.125, -0.05263157894736842, 1.0, -0.25, -0.09090909090909091, 0.125]","[-80, 8, -16, -104, 4, 8, -104, -28]","[-20, 32, 32, -76, 4, -16, -44, 32]","[-13, -26, -6, -4, 8, -7, -11, -19]","[-19, -11, 1, 8, 8, 8, -5, -4]","[-20, 2, -4, -26, 1, 2, -26, -7]","[-13, -26, -6, -4, 8, -7, -11, -19]","[-12, 10, 4, -18, 9, 10, -18, 1]","[-80, 8, -16, -104, 4, 8, -104, -28]",error,"[-20, 2, -4, -26, 1, 2, -26, 8, -7]","[-20, 2, -4, -26, 2, -26, -7]",Violate,No-violate,Violate,error,No-violate,No-violate,1,0,1,error,0,0
